Last,First,Name,Title
Silk,Martha,Spank Thru,From The Muddy Banks Of The Wishkah [Live]
Silk,Martha,Cabeça Dinossauro,Acústico
Silk,Martha,Balanço,Serie Sem Limite (Disc 2)
Silk,Martha,Os Cegos Do Castelo,Acústico
Silk,Martha,Comida,Acústico
Silk,Martha,Homem Primata (Vinheta),Acústico
Silk,Martha,Flores,Acústico
Smith,Jack,A Melhor Forma,Acústico
Smith,Jack,Homem Primata,Acústico
Smith,Jack,O Pulso,Acústico
Smith,Jack,Formigueiro,Serie Sem Limite (Disc 2)
Smith,Jack,Caras Como Eu,Volume Dois
Smith,Jack,Lugar Nenhum,Volume Dois
Smith,Jack,"Exodus, Pt. 2","Battlestar Galactica, Season 3"
Smith,Jack,Toda Cor,Volume Dois
Smith,Jack,The Passage,"Battlestar Galactica, Season 3"
Smith,Jack,For Whom The Bell Tolls,Ride The Lightning
Smith,Jack,Shoot Me Again,St. Anger
Smith,Jack,All Within My Hands,St. Anger
Smith,Jack,Attitude,ReLoad
Smith,Jack,Creeping Death,Ride The Lightning
Smith,Jack,Some Kind Of Monster,St. Anger
Smith,Jack,Believe,Heart of the Night
Smith,Jack,As We Sleep,Heart of the Night
Smith,Jack,Minha Namorada,Vinícius De Moraes - Sem Limite
Smith,Jack,Formosa,Vinícius De Moraes - Sem Limite
Smith,Jack,Meditação,Prenda Minha
Smith,Jack,Don't Damn Me,Use Your Illusion I
Smith,Jack,Dead Horse,Use Your Illusion I
Smith,Jack,Double Talkin' Jive,Use Your Illusion I
Smith,Jack,The Garden,Use Your Illusion I
Smith,Jack,My Hero,The Colour And The Shape
Smith,Jack,Overdrive,One By One
Smith,Jack,"New York, New York",My Way: The Best Of Frank Sinatra [Disc 1]
Smith,Jack,My Kind Of Town,My Way: The Best Of Frank Sinatra [Disc 1]
Smith,Jack,Razor,In Your Honor [Disc 2]
Smith,Jack,Zeca Violeiro,Deixa Entrar
Smith,Jack,Still,In Your Honor [Disc 2]
Smith,Jack,No Way Back,In Your Honor [Disc 1]
Smith,Jack,Assum Preto,As Canções de Eu Tu Eles
Smith,Jack,Copacabana (Live),Quanta Gente Veio Ver (Live)
Smith,Jack,"Bad, Bad Leroy Brown",My Way: The Best Of Frank Sinatra [Disc 1]
Smith,Jack,Zambação,Roda De Funk
Smith,Jack,Divirta-Se (Saindo Da Sua),Roda De Funk
Smith,Jack,Is This Love (Live),Quanta Gente Veio Ver (Live)
Srivastava,Puja,It's A Man's Man's Man's World,Sex Machine
Srivastava,Puja,Hey America,Sex Machine
Srivastava,Puja,Get Up Offa That Thing,Sex Machine
Srivastava,Puja,Lightning Strikes Twice,Virtual XI
Srivastava,Puja,Night Train,Sex Machine
Srivastava,Puja,Don't Look To The Eyes Of A Stranger,Virtual XI
Srivastava,Puja,Gates Of Urizen,Chemical Wedding
Srivastava,Puja,Trupets Of Jericho,Chemical Wedding
Srivastava,Puja,Cotton Fields,"Chronicle, Vol. 2"
Srivastava,Puja,Don't Look Now,"Chronicle, Vol. 2"
Srivastava,Puja,Before You Accuse Me,"Chronicle, Vol. 2"
Srivastava,Puja,Pagan Baby,"Chronicle, Vol. 2"
Srivastava,Puja,Bop Boogie,Up An' Atom
Srivastava,Puja,Black Satin,The Essential Miles Davis [Disc 2]
Srivastava,Puja,Blue Rythm Fantasy,Up An' Atom
Srivastava,Puja,Mangueira,Sambas De Enredo 2001
Srivastava,Puja,Houses Of The Holy,Physical Graffiti [Disc 1]
Srivastava,Puja,Stormbringer,MK III The Final Concerts [Disc 1]
Srivastava,Puja,Fora Da Ordem,Minha Historia
Srivastava,Puja,Chão De Estrelas,Minha História
Srivastava,Puja,So What,The Essential Miles Davis [Disc 1]
Srivastava,Puja,Jeru,The Essential Miles Davis [Disc 1]
Srivastava,Puja,El Farol,Supernatural
Srivastava,Puja,Um Love,The Best of Ed Motta
Srivastava,Puja,Love Of My Life,Supernatural
Srivastava,Puja,Um Indio,Minha Historia
Srivastava,Puja,Texarkana,Out Of Time
Srivastava,Puja,So Central Rain,The Best Of R.E.M.: The IRS Years
Srivastava,Puja,Fall On Me,The Best Of R.E.M.: The IRS Years
Srivastava,Puja,Infeliz Natal,Cesta Básica
Srivastava,Puja,No Fundo Do Quintal Da Escola,Raul Seixas
Srivastava,Puja,Esporrei Na Manivela,Cesta Básica
Srivastava,Puja,The Power Of Equality,Blood Sugar Sex Magik
Srivastava,Puja,Mellowship Slinky In B Major,Blood Sugar Sex Magik
Srivastava,Puja,Que Luz É Essa,Raul Seixas
Srivastava,Puja,Baltar's Escape,"Battlestar Galactica (Classic), Season 1"
Stevens,Victor,Neworld,Van Halen III
Stevens,Victor,Primary,Van Halen III
Stevens,Victor,Tudo Na Mais Santa Paz,Vinicius De Moraes
Stevens,Victor,Headspace,Contraband
Stevens,Victor,Samba Do Jato,Vinicius De Moraes
Stevens,Victor,Now You're Gone,Greatest Hits
Stevens,Victor,"A Benihana Christmas, Pts. 1 & 2","The Office, Season 3"
Stevens,Victor,Gay Witch Hunt,"The Office, Season 3"
Stevens,Victor,The Carpet,"The Office, Season 2"
Stevens,Victor,Halloween,"The Office, Season 2"
Stevens,Victor,Diversity Day,"The Office, Season 1"
Stevens,Victor,Verdade,Ao Vivo [IMPORT]
Stevens,Victor,Sem Essa de Malandro Agulha,Ao Vivo [IMPORT]
Stevens,Victor,Faixa Amarela,Ao Vivo [IMPORT]
Stevens,Victor,Compadre,Serie Sem Limite (Disc 1)
Stevens,Victor,Réu Confesso,Serie Sem Limite (Disc 1)
Stevens,Victor,Hallelujah Here She Comes,B-Sides 1980-1990
Stevens,Victor,Bass Trap,B-Sides 1980-1990
Stevens,Victor,Everlasting Love,B-Sides 1980-1990
Stevens,Victor,Walk To The Water,B-Sides 1980-1990
Stevens,Victor,Carnival Of Sorts,The Best Of R.E.M.: The IRS Years
Stevens,Victor,Nega Do Cabelo Duro,Os Cães Ladram Mas A Caravana Não Pára
Stevens,Victor,Hemp Family,Os Cães Ladram Mas A Caravana Não Pára
Stevens,Victor,Wherever You May Go,Into The Light
Stevens,Victor,Nice Guys Finish Last,International Superhits
Stevens,Victor,Stuck With Me,International Superhits
Stevens,Victor,Living On Love,Into The Light
Stevens,Victor,Don't You Cry,Into The Light
Stevens,Victor,Macy's Day Parade,International Superhits
Stevens,Victor,Don't Look To The Eyes Of A Stranger,Virtual XI
Stevens,Victor,Papa's Got A Brand New Bag Pt.1,Sex Machine
Stevens,Victor,Living In America,Sex Machine
Stevens,Victor,Hey America,Sex Machine
Stevens,Victor,Hooked Up,Emergency On Planet Earth
Stevens,Victor,Children of the Damned,The Number of The Beast
Stevens,Victor,The Prisoner,The Number of The Beast
Stevens,Victor,The Aftermath,The X Factor
Stevens,Victor,Futureal,Virtual XI
Sullivan,Ellie,Can I Play With Madness,Seventh Son of a Seventh Son
Sullivan,Ellie,Moonchild,Seventh Son of a Seventh Son
Sullivan,Ellie,Tyrant (Live),Living After Midnight
Sullivan,Ellie,Plaster Caster,Unplugged [Live]
Sullivan,Ellie,Do You Love Me,Unplugged [Live]
Sullivan,Ellie,Sure Know Something,Unplugged [Live]
Sullivan,Ellie,De Noite Na Cama,Barulhinho Bom
Sullivan,Ellie,O Xote Das Meninas,Barulhinho Bom
Sullivan,Ellie,Seek And You Shall Find,Seek And Shall Find: More Of The Best (1963-1981)
Sullivan,Ellie,White Feather,Misplaced Childhood
Sullivan,Ellie,Tudo Bem,Lulu Santos - RCA 100 Anos De Música - Álbum 01
Sullivan,Ellie,Pseudo Silk Kimono,Misplaced Childhood
Sullivan,Ellie,Brumário,Lulu Santos - RCA 100 Anos De Música - Álbum 01
Sullivan,Ellie,Honolulu,Lulu Santos - RCA 100 Anos De Música - Álbum 02
Sullivan,Ellie,American Woman,Greatest Hits
Sullivan,Ellie,Dezesseis,Mais Do Mesmo
Sullivan,Ellie,Naked In Front Of The Computer,Album Of The Year
Sullivan,Ellie,Esquinas,Djavan Ao Vivo - Vol. 02
Sullivan,Ellie,Se...,Djavan Ao Vivo - Vol. 02
Sullivan,Ellie,Balls to the Wall,Balls to the Wall
Sullivan,Ellie,Inject The Venom,For Those About To Rock We Salute You
Sullivan,Ellie,Spellbound,For Those About To Rock We Salute You
Sullivan,Ellie,Overdose,Let There Be Rock
Sullivan,Ellie,What It Takes,Big Ones
Sullivan,Ellie,You Learn,Jagged Little Pill
Sullivan,Ellie,Deuces Are Wild,Big Ones
Sullivan,Ellie,All I Really Want,Jagged Little Pill
Sullivan,Ellie,Who Needs You,News Of The World
Sullivan,Ellie,Spread Your Wings,News Of The World
Sullivan,Ellie,We Will Rock You,News Of The World
Sullivan,Ellie,Flash,Greatest Hits I
Sullivan,Ellie,You Are The Everything,Green
Sullivan,Ellie,Me In Honey,Out Of Time
Sullivan,Ellie,Shakes and Ladders,The Best Of Men At Work
Sullivan,Ellie,Heavy Love Affair,Seek And Shall Find: More Of The Best (1963-1981)
Sullivan,Ellie,Last Caress/Green Hell,Garage Inc. (Disc 2)
Sullivan,Ellie,Nothing Else Matters,Black Album
Sullivan,Ellie,Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,Respighi:Pines of Rome
Taylor,Mark,Cathedral,Diver Down
Taylor,Mark,Little Guitars,Diver Down
Taylor,Mark,Here I Am (Come And Take Me),UB40 The Best Of - Volume Two [UK]
Taylor,Mark,Dirty Day,Zooropa
Taylor,Mark,C'est La Vie,UB40 The Best Of - Volume Two [UK]
Taylor,Mark,Numb,Zooropa
Taylor,Mark,Two Hearts Beat As One,War
Taylor,Mark,The Unforgettable Fire,The Best Of 1980-1990
Taylor,Mark,Sunday Bloody Sunday,War
Taylor,Mark,Blue Train,Walking Into Clarksdale
Taylor,Mark,Walking Into Clarksdale,Walking Into Clarksdale
Taylor,Mark,Sons Of Freedom,Walking Into Clarksdale
Taylor,Mark,Relvelation (Mother Earth),Tribute
Taylor,Mark,Dee,Tribute
Taylor,Mark,Children Of The Grave,Tribute
Taylor,Mark,Sure Know Something,Greatest Kiss
Taylor,Mark,Saudosa Maloca,Elis Regina-Minha História
Taylor,Mark,Me Deixas Louca,Elis Regina-Minha História
Taylor,Mark,Walking On The Water,"Chronicle, Vol. 2"
Taylor,Mark,"Suzie-Q, Pt. 2","Chronicle, Vol. 2"
Taylor,Mark,Hallowed Be Thy Name,Live At Donington 1992 (Disc 2)
Taylor,Mark,The Assassin,No Prayer For The Dying
Taylor,Mark,The Evil That Men Do,Live At Donington 1992 (Disc 1)
Taylor,Mark,Die With Your Boots On,Live After Death
Taylor,Mark,Powerslave,Live After Death
Taylor,Mark,Purgatory,Killers
Taylor,Mark,09 - Iron Maiden,Iron Maiden
Taylor,Mark,Fear Of The Dark,Fear Of The Dark
Taylor,Mark,Bring Your Daughter... To The Slaughter,A Real Live One
Taylor,Mark,Dream Of Mirrors,Brave New World
Taylor,Mark,Afraid To Shoot Strangers,Fear Of The Dark
Taylor,Mark,Dance Of Death,Dance Of Death
Taylor,Mark,Iron Maiden,A Real Dead One
Taylor,Mark,The Trooper,A Real Dead One
Taylor,Mark,Blood On The World's Hands,The X Factor
Taylor,Mark,2 A.M.,The X Factor
Taylor,Mark,Fortunes Of War,The X Factor
Taylor,Mark,The Aftermath,The X Factor
Tremblay,François,Jungle Drums,Up An' Atom
Tremblay,François,Por Que Será,Vinícius De Moraes - Sem Limite
Tremblay,François,Pot-Pourri N.º 5,Vinícius De Moraes - Sem Limite
Tremblay,François,Pot-Pourri N.º 4,Vinícius De Moraes - Sem Limite
Tremblay,François,Samba Em Prelúdio,Vinícius De Moraes - Sem Limite
Tremblay,François,Chão de Giz (Elba Ramalho),Vozes do MPB
Tremblay,François,Cochise,Audioslave
Tremblay,François,Long Tall Sally,BackBeat Soundtrack
Tremblay,François,Drown Me Slowly,Out Of Exile
Tremblay,François,"Canta, Canta Mais",Warner 25 Anos
Tremblay,François,Realword,Chemical Wedding
Tremblay,François,Chemical Wedding,Chemical Wedding
Tremblay,François,Hypnotize,Audioslave
Tremblay,François,Tomorrow's Dream,Black Sabbath Vol. 4 (Remaster)
Tremblay,François,Voodoo,Body Count
Tremblay,François,Smoked Pork,Body Count
Tremblay,François,The Beginning...At Last,Alcohol Fueled Brewtality Live! [Disc 2]
Tremblay,François,A.N.D.R.O.T.A.Z.,Alcohol Fueled Brewtality Live! [Disc 1]
Tremblay,François,Do what cha wanna,The Best Of Billy Cobham
Tremblay,François,Good Golly Miss Molly,BackBeat Soundtrack
Tremblay,François,The Call Of Ktulu,Ride The Lightning
Tremblay,François,Ride The Lightning,Ride The Lightning
Tremblay,François,Blackened,...And Justice For All
Tremblay,François,My World,St. Anger
Tremblay,François,My Ship,Miles Ahead
Tremblay,François,I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead
Tremblay,François,The Frayed Ends Of Sanity,...And Justice For All
Tremblay,François,Brasil,Milton Nascimento Ao Vivo
Tremblay,François,A Noite Do Meu Bem,Milton Nascimento Ao Vivo
Tremblay,François,Waiting,Judas 0: B-Sides and Rarities
Tremblay,François,Happy Jack,My Generation - The Very Best Of The Who
Tremblay,François,Pictures Of Lily,My Generation - The Very Best Of The Who
Tremblay,François,"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",Elgar: Cello Concerto & Vaughan Williams: Fantasias
Tremblay,François,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",Berlioz: Symphonie Fantastique
Tremblay,François,"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph","Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory"
Tremblay,François,Romeo et Juliette: No. 11 - Danse des Chevaliers,Prokofiev: Romeo & Juliet
Tremblay,François,"Through the Looking Glass, Pt. 1","Lost, Season 3"
Tremblay,François,Pilot,Aquaman
Van der Berg,Johannes,"Oh, My Love",Instant Karma: The Amnesty International Campaign to Save Darfur
Van der Berg,Johannes,The Hand of God,"Battlestar Galactica (Classic), Season 1"
Van der Berg,Johannes,Cold Turkey,Instant Karma: The Amnesty International Campaign to Save Darfur
Van der Berg,Johannes,Instant Karma,Instant Karma: The Amnesty International Campaign to Save Darfur
Van der Berg,Johannes,"Greetings from Earth, Pt. 2","Battlestar Galactica (Classic), Season 1"
Van der Berg,Johannes,"War of the Gods, Pt. 2","Battlestar Galactica (Classic), Season 1"
Van der Berg,Johannes,Água E Fogo,Maquinarama
Van der Berg,Johannes,Fica,Maquinarama
Van der Berg,Johannes,Anthem,Retrospective I (1974-1980)
Van der Berg,Johannes,Right On Time,Californication
Van der Berg,Johannes,Just Ain't Good Enough,Santana Live
Van der Berg,Johannes,If You Don't Know Me By Now,Greatest Hits
Van der Berg,Johannes,La Puesta Del Sol,Santana - As Years Go By
Van der Berg,Johannes,Os Exilados,O Samba Poconé
Van der Berg,Johannes,Travis Walk,In Step
Van der Berg,Johannes,Let Me Love You Baby,In Step
Van der Berg,Johannes,Scratch-N-Sniff,In Step
Van der Berg,Johannes,Riviera Paradise,In Step
Van der Berg,Johannes,If You Have To Ask,Blood Sugar Sex Magik
Van der Berg,Johannes,Sapato 36,Raul Seixas
Van der Berg,Johannes,This Is The Place,By The Way
Van der Berg,Johannes,Under The Bridge,Blood Sugar Sex Magik
Van der Berg,Johannes,Get On Top,Californication
Van der Berg,Johannes,Tear,By The Way
Van der Berg,Johannes,Jump In The Fire,Kill 'Em All
Van der Berg,Johannes,(Anesthesia) Pulling Teeth,Kill 'Em All
Van der Berg,Johannes,Quem Mata A Mulher Mata O Melhor,Compositores
Van der Berg,Johannes,O Braço Da Minha Guitarra,Compositores
Van der Berg,Johannes,Rock And Roll All Nite,Unplugged [Live]
Van der Berg,Johannes,Falamansa Song,Deixa Entrar
Van der Berg,Johannes,Underwater Love,The Real Thing
Van der Berg,Johannes,The Last Song,In Your Honor [Disc 1]
Van der Berg,Johannes,What If I Do?,In Your Honor [Disc 2]
Van der Berg,Johannes,Avisa,Deixa Entrar
Van der Berg,Johannes,Desaforo,Deixa Entrar
Van der Berg,Johannes,Times Like These,One By One
Van der Berg,Johannes,Virginia Moon,In Your Honor [Disc 2]
Van der Berg,Johannes,Burn Away,One By One
Wichterlová,František,Sign Of The Cross,The X Factor
Wichterlová,František,The Angel And The Gambler,Virtual XI
Wichterlová,František,Judgement Of Heaven,The X Factor
Wichterlová,František,Moonchild,Seventh Son of a Seventh Son
Wichterlová,František,The Clairvoyant,Seventh Son of a Seventh Son
Wichterlová,František,Gangland,The Number of The Beast
Wichterlová,František,Stranger in a Strange Land,Somewhere in Time
Wichterlová,František,Fear Of The Dark,Rock In Rio [CD2]
Wichterlová,František,Como Estais Amigos,Virtual XI
Wichterlová,František,Brain Stew,International Superhits
Wichterlová,František,When Evening Falls,Heart of the Night
Wichterlová,František,Surrender,Heart of the Night
Wichterlová,František,De La Luz,Heart of the Night
Wichterlová,František,When I Come Around,International Superhits
Wichterlová,František,Poprocks And Coke,International Superhits
Wichterlová,František,Untitled,Green
Wichterlová,František,Wet My Bed,Core
Wichterlová,František,Crackerman,Core
Wichterlová,František,#9 Dream,Instant Karma: The Amnesty International Campaign to Save Darfur
Wichterlová,František,Give Peace a Chance,Instant Karma: The Amnesty International Campaign to Save Darfur
Wichterlová,František,Whatever Gets You Thru the Night,Instant Karma: The Amnesty International Campaign to Save Darfur
Wichterlová,František,Gimme Some Truth,Instant Karma: The Amnesty International Campaign to Save Darfur
Wichterlová,František,Coração Em Desalinho,Ao Vivo [IMPORT]
Wichterlová,František,Camarão que Dorme e Onda Leva,Ao Vivo [IMPORT]
Wichterlová,František,The Hard Part,"Heroes, Season 1"
Wichterlová,František,Hot Girl,"The Office, Season 1"
Wichterlová,František,Email Surveillance,"The Office, Season 2"
Wichterlová,František,You're Gonna Break My Hart Again,Greatest Hits
Wichterlová,František,Still Of The Night,Greatest Hits
Wichterlová,František,Slither,Contraband
Wichterlová,František,Samba Pra Endrigo,Vinicius De Moraes
Wichterlová,František,Do It For The Kids,Contraband
Wichterlová,František,Dirty Water Dog,Van Halen III
Wichterlová,František,Atomic Punk,Van Halen
Wichterlová,František,Humans Being,"The Best Of Van Halen, Vol. I"
Wichterlová,František,Unchained,"The Best Of Van Halen, Vol. I"
Wichterlová,František,Magic Bus,My Generation - The Very Best Of The Who
Wichterlová,František,The Seeker,My Generation - The Very Best Of The Who
Wójcik,Stanisław,Bullet The Blue Sky,Rattle And Hum
Wójcik,Stanisław,With Or Without You,The Best Of 1980-1990
Wójcik,Stanisław,When Love Comes To Town,Rattle And Hum
Wójcik,Stanisław,Silver And Gold,Rattle And Hum
Wójcik,Stanisław,Hawkmoon 269,Rattle And Hum
Wójcik,Stanisław,Wake Up Dead Man,Pop
Wójcik,Stanisław,Leave My Girl Alone,In Step
Wójcik,Stanisław,Pretty Noose,A-Sides
Wójcik,Stanisław,Starburst,Morning Dance
Wójcik,Stanisław,Hands All Over,A-Sides
Wójcik,Stanisław,Ava Adore,Rotten Apples: Greatest Hits
Wójcik,Stanisław,Cherub Rock,Rotten Apples: Greatest Hits
Wójcik,Stanisław,Evil Ways,Santana Live
Wójcik,Stanisław,It's Only Love,Greatest Hits
Wójcik,Stanisław,Finding My Way,Retrospective I (1974-1980)
Wójcik,Stanisław,Garota Nacional,O Samba Poconé
Wójcik,Stanisław,So Beautiful,Greatest Hits
Wójcik,Stanisław,Maquinarama,Maquinarama
Wójcik,Stanisław,Saturnine,Judas 0: B-Sides and Rarities
Wójcik,Stanisław,Aeroplane Flies High,Judas 0: B-Sides and Rarities
Wójcik,Stanisław,Radio Song,Out Of Time
Wójcik,Stanisław,Shiny Happy People,Out Of Time
Wójcik,Stanisław,Get Up,Green
Wójcik,Stanisław,It's Late,News Of The World
Wójcik,Stanisław,SKA,Arquivo Os Paralamas Do Sucesso
Wójcik,Stanisław,Romance Ideal,Arquivo Os Paralamas Do Sucesso
Wójcik,Stanisław,Gatas Extraordinárias,Cássia Eller - Coleção Sem Limite [Disc 2]
Wójcik,Stanisław,"Você Passa, Eu Acho Graça (Ao Vivo)",Cássia Eller - Coleção Sem Limite [Disc 2]
Wójcik,Stanisław,Love Child,Come Taste The Band
Wójcik,Stanisław,Flight Of The Rat,Deep Purple In Rock
Wójcik,Stanisław,Comin' Home,Come Taste The Band
Wójcik,Stanisław,Eleanor Rigby,Cássia Eller - Sem Limite [Disc 1]
Wójcik,Stanisław,E.C.T.,Cássia Eller - Sem Limite [Disc 1]
Wójcik,Stanisław,Não Sei O Que Eu Quero Da Vida,Cássia Eller - Coleção Sem Limite [Disc 2]
Wójcik,Stanisław,Strange Kind Of Woman,Fireball
Wójcik,Stanisław,Immigrant Song,BBC Sessions [Disc 2] [Live]
Wójcik,Stanisław,Heartbreaker,BBC Sessions [Disc 2] [Live]
Wójcik,Stanisław,Hallowed Be Thy Name,Live At Donington 1992 (Disc 2)
Zimmermann,Fynn,Straight Out Of Line,Faceless
Zimmermann,Fynn,"Hey, Johnny Park!",The Colour And The Shape
Zimmermann,Fynn,Walking After You,The Colour And The Shape
Zimmermann,Fynn,Come Fly With Me,My Way: The Best Of Frank Sinatra [Disc 1]
Zimmermann,Fynn,Summer Love,My Way: The Best Of Frank Sinatra [Disc 1]
Zimmermann,Fynn,Over And Out,In Your Honor [Disc 2]
Zimmermann,Fynn,Disenchanted Lullaby,One By One
Zimmermann,Fynn,Lamento Sertanejo,As Canções de Eu Tu Eles
Zimmermann,Fynn,Juazeiro,As Canções de Eu Tu Eles
Zimmermann,Fynn,Meu Guarda-Chuva,Roda De Funk
Zimmermann,Fynn,Nervosa,Roda De Funk
Zimmermann,Fynn,Estrela (Live),Quanta Gente Veio Ver (Live)
Zimmermann,Fynn,Beira Mar,Unplugged
Zimmermann,Fynn,Lamento De Carnaval,Quanta Gente Veio ver--Bônus De Carnaval
Zimmermann,Fynn,Since I've Been Loving You,BBC Sessions [Disc 2] [Live]
Zimmermann,Fynn,I Still Love You,Unplugged [Live]
Zimmermann,Fynn,Nothin' To Lose,Unplugged [Live]
Zimmermann,Fynn,Ozone Baby,Coda
Zimmermann,Fynn,Going To California,BBC Sessions [Disc 2] [Live]
Zimmermann,Fynn,We're Gonna Groove,Coda
Zimmermann,Fynn,Nem Um Dia,Djavan Ao Vivo - Vol. 1
Zimmermann,Fynn,Azul,Djavan Ao Vivo - Vol. 1
Zimmermann,Fynn,Açai,Djavan Ao Vivo - Vol. 1
Zimmermann,Fynn,Flor De Lis,Djavan Ao Vivo - Vol. 1
Zimmermann,Fynn,Proud Mary,"Chronicle, Vol. 1"
Zimmermann,Fynn,Susie Q,"Chronicle, Vol. 1"
Zimmermann,Fynn,Cornucopia,Black Sabbath Vol. 4 (Remaster)
Zimmermann,Fynn,Laguna Sunrise,Black Sabbath Vol. 4 (Remaster)
Zimmermann,Fynn,"Bye, Bye Brasil",Minha Historia
Zimmermann,Fynn,Unfinished Business,"Battlestar Galactica, Season 3"
Zimmermann,Fynn,Genesis,"Heroes, Season 1"
Zimmermann,Fynn,A Day In the Life,"Battlestar Galactica, Season 3"
Zimmermann,Fynn,Distractions,"Heroes, Season 1"
Zimmermann,Fynn,Nothing to Hide,"Heroes, Season 1"
Zimmermann,Fynn,Eu E Ela,Volume Dois
Zimmermann,Fynn,"Exodus, Pt. 1","Battlestar Galactica, Season 3"
Zimmermann,Fynn,Sonifera Ilha,Volume Dois
Zimmermann,Fynn,Amanhã Não Se Sabe,Volume Dois
